title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Swadansh Cafe,4.8,34,"DMart Lane, Yari Rd, behind Jeet Nagar, opposite Jubilee Baug",Mumbai,Maharashtra,IN,,+91 70214 45438,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Swadansh%20Cafe&query_place_id=ChIJOXCX5gu35zsRrK0N5If8pEw,Fast food restaurant
China Gate Restaurants Chembur,4.1,52,"Meraki Arena, 1704, Sion - Trombay Rd, above Croma Shop, opposite RK Studio",Mumbai,Maharashtra,IN,,+91 22 4263 1000,Chinese restaurant,Asian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=China%20Gate%20Restaurants%20Chembur&query_place_id=ChIJi69ZnvrH5zsRNNr-cozksvw,Chinese restaurant
Magnum restaurants India Pvt Ltd,3.7,3,Waterfield Road,Mumbai,Maharashtra,IN,,+91 22 2642 1000,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Magnum%20restaurants%20India%20Pvt%20Ltd&query_place_id=ChIJe7EfTibJ5zsRvUbS4KFZ1YA,Restaurant
Shivkrupa Family Restaurant,4,270,"Shop no. 5, Mankhurd-Ghatkopar Link Road,, T-junction,, Jeejabai Bhosale Marg,, PMG COLONY, Mankhurd,, near Mangal Murti Apartment",Mumbai,Maharashtra,IN,,+91 81085 86396,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shivkrupa%20Family%20Restaurant&query_place_id=ChIJQUjDHrfH5zsRZnwNLt1h66o,Family restaurant
Speciality Restaurants Ltd,4.3,104,"4th Floor, Morya Landmark I, Off New Link Rd, opp. VIP Plaza",Mumbai,Maharashtra,IN,https://www.speciality.co.in/,+91 22 6268 6700,Indian restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Speciality%20Restaurants%20Ltd&query_place_id=ChIJFV1DBSG25zsRVY7ASZqkj-o,Indian restaurant
The Salon Expert Academy (Beautician Course | Hairdresser Course | Salon Management Training) - Best Beauty Academy in Mumbai,4.9,77,"Metro Station, 812 skyblu 72 corp, Sakinaka, near Sakinaka",Mumbai,Maharashtra,IN,https://thesalonexpertacademy.com/?utm_source=google&utm_medium=gbp&utm_campaign=website-click,+91 91528 90922,Beauty therapy college,Academy,Training centre,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Salon%20Expert%20Academy%20(Beautician%20Course%20%7C%20Hairdresser%20Course%20%7C%20Salon%20Management%20Training)%20-%20Best%20Beauty%20Academy%20in%20Mumbai&query_place_id=ChIJI1277_nJ5zsRqCTFww81HFU,Beauty therapy college
Heritage Restaurant & Bar,4,569,"Nivriti Building, Aarey Rd",Mumbai,Maharashtra,IN,,+91 22 2927 0047,Family restaurant,Bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Heritage%20Restaurant%20%26%20Bar&query_place_id=ChIJX25hVry35zsRJ3EAJIlslj8,Family restaurant
New U P Restaurant,3.8,295,Fish market,Mumbai,Maharashtra,IN,,+91 99742 27162,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20U%20P%20Restaurant&query_place_id=ChIJ2wmvh2rH5zsRGcA5Jo4ixNM,Restaurant
Deeksha Family Restaurant and Bar,4,974,"5, Netaji Subhash Chandra Rd",Mumbai,Maharashtra,IN,,+91 22 2560 4455,Non vegetarian restaurant,Bar,Vegetarian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Deeksha%20Family%20Restaurant%20and%20Bar&query_place_id=ChIJ__sQw_u45zsRzIi8GKKtebc,Non vegetarian restaurant
Select Restaurant,4.2,82,"Off Saki Vihar Road , Sakinaka, Saki Vihar Rd, Opposite Savoy Slate",Mumbai,Maharashtra,IN,,+91 90042 27279,North Indian restaurant,Chinese restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Select%20Restaurant&query_place_id=ChIJQ18963LI5zsRR4DAQWFw9mo,North Indian restaurant
Grandmama's cafe Jio World Drive,2.3,59,"2nd floor, unit number CC8, cafe court, jio world drive",Mumbai,Maharashtra,IN,https://www.grandmamascafe.com/,+91 98200 70740,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grandmama's%20cafe%20Jio%20World%20Drive&query_place_id=ChIJyROhddTJ5zsR34A-el-Zaio,Cafe
"Reborn Spa, Salon & wellness center",4.3,30,"6th floor, Ramee Emerald, Linking Rd, opp. ICICI Bank",Mumbai,Maharashtra,IN,,+91 99309 62834,Spa and health club,Massage therapist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Reborn%20Spa%2C%20Salon%20%26%20wellness%20center&query_place_id=ChIJi-1BgebJ5zsRft8u4SW9IEA,Spa and health club
"Ode Spa Wellness - Lemon Tree Premier , mumbai",3.9,41,"Lemon Tree Premier,Mumbai, Andheri - Kurla Rd, opposite Mittal Estate",Mumbai,Maharashtra,IN,https://www.odespa.com/,+91 92470 20202,Spa,Beauty Salon,Foot Massage Parlour,Hairdresser,Massage therapist,Nail salon,,,,,https://www.google.com/maps/search/?api=1&query=Ode%20Spa%20Wellness%20-%20Lemon%20Tree%20Premier%20%2C%20mumbai&query_place_id=ChIJtatqa0PJ5zsRR8ODudJKrIk,Spa
Royal Crest Unisex Salon & Spa,5,9,"Orchard Mall, B 102",Mumbai,Maharashtra,IN,,+91 87793 28262,Beauty Salon,Make-up artist,Spa,Wellness Centre,,,,,,,https://www.google.com/maps/search/?api=1&query=Royal%20Crest%20Unisex%20Salon%20%26%20Spa&query_place_id=ChIJR2NEwKi35zsRcCBSZIXVO9w,Beauty Salon
Aberrant Design Studio - Luxury Interior Designer in Mumbai,4.9,41,"Apurva Apartments, A-10/10, Lal Bahadur Shastri Marg",Mumbai,Maharashtra,IN,https://www.aberrantdesignstudio.com/,+91 70164 64512,Interior designer,Architectural designer,Interior architect office,,,,,,,,https://www.google.com/maps/search/?api=1&query=Aberrant%20Design%20Studio%20-%20Luxury%20Interior%20Designer%20in%20Mumbai&query_place_id=ChIJtxMRrFHH5zsRMHrvDMI04H0,Interior designer
Shabari Pure Veg Restaurant,4.2,507,"3, Mahatma Gandhi Rd",Mumbai,Maharashtra,IN,http://shabari-pure-veg-restaurant.kesug.com/,+91 91671 68839,Vegetarian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shabari%20Pure%20Veg%20Restaurant&query_place_id=ChIJh6sRt9m35zsR-YEBE1XIFck,Vegetarian restaurant
Areopagus Health and Wellness Center,4.8,1043,"Ground Floor, Pratik Plaza, Swami Vivekanand Rd",Mumbai,Maharashtra,IN,http://www.areopagus.in/,+91 99304 68032,Spa,Day spa,Facial spa,Foot Massage Parlour,Massage therapist,Women's health clinic,Physical Fitness Programme,Physiotherapist,Physical Therapy Clinic,Wellness Centre,https://www.google.com/maps/search/?api=1&query=Areopagus%20Health%20and%20Wellness%20Center&query_place_id=ChIJ-ScQRCWx5zsRGon0nXtWyLQ,Spa
Sai Krishna Restaurant,3.8,3047,"Ground Floor, 31, Hanuman Mandir Rd",Mumbai,Maharashtra,IN,https://www.saikrishnarestaurant.com/,+91 90049 89629,South Indian restaurant,Chinese restaurant,North Indian restaurant,Vegetarian restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Sai%20Krishna%20Restaurant&query_place_id=ChIJcRHN7yjI5zsRoNJCD4QYl7E,South Indian restaurant
Purple Petals Salon And Spa,3.9,250,"Presidential Plaza, 301-302, above blue dart n dhl corrier offi, opp. R City Mall",Mumbai,Maharashtra,IN,http://www.purplepetals.co.in/,+91 98337 73414,Beauty Salon,Facial spa,Nail salon,Spa,,,,,,,https://www.google.com/maps/search/?api=1&query=Purple%20Petals%20Salon%20And%20Spa&query_place_id=ChIJjwrd68jH5zsRZ5O3nD7igbk,Beauty Salon
Buildcare Interior Designers & Modular Kitchen |Best Painting| Plumbing| Interior & exterior Designer In Mumbai,4.9,24,"91, Khuraiya Estate, Prabhat Building, CST Road, near Kailash",Mumbai,Maharashtra,IN,https://buildcareinteriors.com/,+91 80821 15509,Interior designer,Bathroom remodeler,Cabinet maker,Commercial real estate inspector,Flooring contractor,Furniture maker,General contractor,Interior construction contractor,Kitchen remodeler,Tile contractor,https://www.google.com/maps/search/?api=1&query=Buildcare%20Interior%20Designers%20%26%20Modular%20Kitchen%20%7CBest%20Painting%7C%20Plumbing%7C%20Interior%20%26%20exterior%20Designer%20In%20Mumbai&query_place_id=ChIJWR_VhpXJ5zsRIW1TDhG8Ox0,Interior designer
Cafe Ismail,4.7,154,"Shop no -04, Durga bhavan, 90 Feet Rd, near St jude school",Mumbai,Maharashtra,IN,https://us.docworkspace.com/d/sIJbY1McawpyHtAY?sa=cl,+91 77189 30338,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Ismail&query_place_id=ChIJG2gYxlPJ5zsR8Ld915c9kSw,Chinese restaurant
IMARA INTERIOR DESIGN,5,1,"Shop no. G/12,Kalina CHS Ltd., Vidyanagri Marg, Manipada Rd, off Central Salsette Tramway Road",Mumbai,Maharashtra,IN,,,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=IMARA%20INTERIOR%20DESIGN&query_place_id=ChIJ53J_OJTJ5zsR7CsBapbnAvI,Interior designer
Swadesh Pure Veg Restaurant,3.9,201,"Gala 48, Ghanshyam Industrial Estate, Veera Desai Rd, near SUPREME CHAMBERS",Mumbai,Maharashtra,IN,http://www.swadeshrestaurant.in/,+91 98677 87444,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Swadesh%20Pure%20Veg%20Restaurant&query_place_id=ChIJdRdx7_C35zsRbfk1Dy3Vl0Y,Indian restaurant
Aero Orchid Family Spa & Salon,4.5,25,"NIBR Corporate Park, 1 Aerocity,2nd Floor, 204 Andheri Kurla Road, Safed Pool, Shivaji Nagar Jarimari, Sakinaka",Mumbai,Maharashtra,IN,https://www.aeroorchidfamilyspa.in/,+91 99200 71322,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Aero%20Orchid%20Family%20Spa%20%26%20Salon&query_place_id=ChIJsTStKJfJ5zsRpWdGOjyLB8I,Spa
fabulous beauty parlour,5,6,"Shop no 3, new shopping center, Mahatma Gandhi road, near cafe sahara, above kings tailor",Mumbai,Maharashtra,IN,,+91 98926 27903,Beauty salon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=fabulous%20beauty%20parlour&query_place_id=ChIJ29_iZ-LJ5zsR7K-vNzmURSs,Beauty salon
IKB Design Studio – Luxury Interior Designer in Mumbai,4.8,238,"Sai Dham Arcade, F 16, Purushottam Kheraj Rd",Mumbai,Maharashtra,IN,https://www.ikbdesignstudio.com/,+91 72081 01088,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=IKB%20Design%20Studio%20%E2%80%93%20Luxury%20Interior%20Designer%20in%20Mumbai&query_place_id=ChIJV2lpwoa55zsRS5SeJ8PWs5w,Interior designer
"Deep Spa In Saki Naka, Andheri East",4.6,236,"Shop No. 101, 1st Floor, Dilkap Center Kurla Road near AKRUTI ORCHID PARK Saki Naka",Mumbai,Maharashtra,IN,https://deepthaispasakinaka.com/,+91 93241 71736,Spa,Day spa,Erotic massage,Foot massage parlor,Massage spa,Sports massage therapist,Thai massage therapist,,,,https://www.google.com/maps/search/?api=1&query=Deep%20Spa%20In%20Saki%20Naka%2C%20Andheri%20East&query_place_id=ChIJtSMtRPTJ5zsRLD--qL5br44,Spa
Shubham Interior Decorator (Best Interior Designer in Mumbai),5,7,"Bldg. No. 1, Krishna Kunch, Shop No. 4",Mumbai,Maharashtra,IN,https://shubhaminterior.com/,+91 93245 34057,Interior designer,Carpenter,General contractor,Interior Decorator,,,,,,,https://www.google.com/maps/search/?api=1&query=Shubham%20Interior%20Decorator%20(Best%20Interior%20Designer%20in%20Mumbai)&query_place_id=ChIJI_C7v_NoG2cRNvoYjQLJwU0,Interior designer
Feel Rich Spa In Andheri East | Best Massage Spa In Andheri East,4.3,224,"Wing orchid Business park Twin Arcade, 101/ A, Military Rd",Mumbai,Maharashtra,IN,,+91 84483 76170,Spa,Massage spa,Massage therapist,,,,,,,,https://www.google.com/maps/search/?api=1&query=Feel%20Rich%20Spa%20In%20Andheri%20East%20%7C%20Best%20Massage%20Spa%20In%20Andheri%20East&query_place_id=ChIJd8cBkcbJ5zsRfCfgDjzw_10,Spa
GLAMORIZE SALON AND SPA,4.8,16,"Shop No.22, Suyash Shopping Centre, near Raheja Heights and Saraswat Bank",Mumbai,Maharashtra,IN,https://glamorize-salon-and-spa.grexa.site/,,Beauty Salon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GLAMORIZE%20SALON%20AND%20SPA&query_place_id=ChIJ486yOf635zsRNxcYPJLrq3w,Beauty Salon
Enrich Salon,4.8,727,"Shop No. 1, Ground Floor, Coral Classic, 20, Omkar SRA Bldg Rd",Mumbai,Maharashtra,IN,https://www.enrichbeauty.com/,+91 96198 52602,Beauty salon,Facial spa,Hair salon,Health and beauty shop,Nail salon,,,,,,https://www.google.com/maps/search/?api=1&query=Enrich%20Salon&query_place_id=ChIJH6wvIfLH5zsR3wumhf0AV-I,Beauty salon
Lucky Restaurant,3.9,468,"Bld 9-C, LUCKY APARTMENT, Goregaon Mulund Link Rd, nr. Durain Estate",Mumbai,Maharashtra,IN,http://www.luckyhotels.in/,+91 98200 44479,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lucky%20Restaurant&query_place_id=ChIJEfA72nC35zsR9llNGsCOXb0,Biryani restaurant
Vilas Bar And Restaurant,3.8,675,"New Link Rd, next to Star Bazar, near R.T.O",Mumbai,Maharashtra,IN,http://app.visitmycard.in/s433/,+91 22 2637 9079,Gastropub,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vilas%20Bar%20And%20Restaurant&query_place_id=ChIJFQoGeiG25zsRiAIuDvAwvEk,Gastropub
Majestic Spa In Goregaon west,4.3,269,"SHOP NO 1, Unnat Nagar Road, Swami Vivekanand Rd, near Nana Nani Park",Mumbai,Maharashtra,IN,http://majesticayurveda.com/,+91 72081 86443,Spa,Day spa,Foot Massage Parlour,Massage therapist,Spa and health club,Sports massage therapist,Thai massage therapist,,,,https://www.google.com/maps/search/?api=1&query=Majestic%20Spa%20In%20Goregaon%20west&query_place_id=ChIJLZs8oVa25zsR365vKFxk42M,Spa
GinGin Cafe and Bar,3.7,290,"4th Floor, westside, Sai Kanwal corporation, 427/428, JP Rd, off indira nagar, opposite Cosmos Plaza",Mumbai,Maharashtra,IN,,,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GinGin%20Cafe%20and%20Bar&query_place_id=ChIJHxUGfF_J5zsRUKLNeUtYn38,Cafe
Food Way Restaurant,4,371,"Gala No, Scrap Market, 7/8, near Mankhurd Signal",Mumbai,Maharashtra,IN,http://tap4india.com/,+91 89283 67675,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Food%20Way%20Restaurant&query_place_id=ChIJOZqNkHrG5zsRN9R92c89eNk,Family restaurant
Shimmer Cafe,5,6,"Sherly Rajan Rd, off Carter Road, behind Jal Sagarika",Mumbai,Maharashtra,IN,,,Coffee shop,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shimmer%20Cafe&query_place_id=ChIJWadsEgDJ5zsR6DVJFGUZEC8,Coffee shop
SteelCraaft Modular Kitchen: Best low cost Modular kitchen & home interior designers in Mumbai | Parallel & L Shaped,4.9,133,"no 2, near Swami Vivekanand Road, near Filmistan",Mumbai,Maharashtra,IN,https://steelcraaftkitchens.com/,+91 97697 65107,Interior designer,Interior architect office,Interior construction contractor,Interior Decorator,,,,,,,https://www.google.com/maps/search/?api=1&query=SteelCraaft%20Modular%20Kitchen%3A%20Best%20low%20cost%20Modular%20kitchen%20%26%20home%20interior%20designers%20in%20Mumbai%20%7C%20Parallel%20%26%20L%20Shaped&query_place_id=ChIJNS8m88i35zsRqX5-u790jeg,Interior designer
Mitram Wellness Spa,4.5,20,"Shivai Dongre Indl Estate, Andheri Kurla Road, Sakinaka, above Mcdonalds",Mumbai,Maharashtra,IN,https://mitramspa.com/,+91 73040 40540,Spa,Day spa,Foot Massage Parlour,Massage spa,Massage therapist,Wellness Centre,Sports massage therapist,Thai massage therapist,,,https://www.google.com/maps/search/?api=1&query=Mitram%20Wellness%20Spa&query_place_id=ChIJJ-cxPIvJ5zsRBTJKGgdNNTg,Spa
The Bangalore Cafe,4.5,8,"Shop No 9, Gate No 5, Kanakia Sevens, opp. Times Square",Mumbai,Maharashtra,IN,,+91 98197 52999,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Bangalore%20Cafe&query_place_id=ChIJOXKPDnLJ5zsRp9zY68LWd7g,Cafe
Sauces And Spices Nityanand Restaurant & Bar,4.2,365,"115, Swami Vivekanand Rd",Mumbai,Maharashtra,IN,,+91 22 2671 5273,Restaurant,Bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sauces%20And%20Spices%20Nityanand%20Restaurant%20%26%20Bar&query_place_id=ChIJN2tHmMjJ5zsRJ0NkTno2yf0,Restaurant
Naushad Restaurant,4,101,"hotel, Chhatrapati Shivaji Maharaj Int'l Airport Rd, behind Itc Maratha",Mumbai,Maharashtra,IN,,+91 77009 37235,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Naushad%20Restaurant&query_place_id=ChIJx6Kz7ifJ5zsR4FXjt4D_Yic,Restaurant
"Celebration Fine Dine Family Restaurant (A- LA - CARTE, Multi Cuisine + BUFFET)",4.2,375,"Building no. 325/2602, Ground floor, New Link Rd, opposite new D-mart, opposite New Dmart",Mumbai,Maharashtra,IN,,+91 88281 23905,Fine dining restaurant,Buffet restaurant,Continental restaurant,Delivery service,Delivery Restaurant,Takeout Restaurant,Middle Eastern restaurant,Mutton barbecue restaurant,Pizza delivery,Seafood restaurant,https://www.google.com/maps/search/?api=1&query=Celebration%20Fine%20Dine%20Family%20Restaurant%20(A-%20LA%20-%20CARTE%2C%20Multi%20Cuisine%20%2B%20BUFFET)&query_place_id=ChIJB8iPswW35zsRcc2-Azew668,Fine dining restaurant
A-49 Restaurant,4.2,637,"Indian Oil Road, Near Sahar Airport",Mumbai,Maharashtra,IN,,+91 99674 66347,Non vegetarian restaurant,Indian restaurant,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=A-49%20Restaurant&query_place_id=ChIJwYUcvUPI5zsRn5DYQdMpeAk,Non vegetarian restaurant
TUBA RESTAURANT,4.2,477,"5VJ6+4G2 HUMERA PARK, Rani Sati Rd, opp. Sugara Park",Mumbai,Maharashtra,IN,https://tubarestaurant.com/,+91 88288 08071,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TUBA%20RESTAURANT&query_place_id=ChIJY3QBvHC35zsRQ81XaB-6R0c,Chinese restaurant
Utsav Restaurant,4.3,1070,"V.M. Road, Near Sahakari Bhandar, Mithila, Juhu, Vile Parle West",Mumbai,Maharashtra,IN,https://utsavrestaurant.org/,+91 22 6693 9387,Vegetarian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Utsav%20Restaurant&query_place_id=ChIJ2Th9gL_J5zsRxGGGj3Knbug,Vegetarian restaurant
Maratha Kinara Restaurant,4,697,"Chandivali Farm Rd, opp. Oberoi Garden & Boomerang",Mumbai,Maharashtra,IN,,+91 84335 53333,North Indian restaurant,Bar,Family restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Maratha%20Kinara%20Restaurant&query_place_id=ChIJucgBEQzI5zsRNbrIfnlq6sU,North Indian restaurant
Krishna Cafe - Simply Veg,3.7,51,"Hotel Suncity Residency, 16th road",Mumbai,Maharashtra,IN,http://www.thesuncityhotels.com/,+91 86570 00371,Vegetarian restaurant,Buffet restaurant,Caterer,Family restaurant,Fast food restaurant,Restaurant,Vegan restaurant,Vegetarian cafe and deli,,,https://www.google.com/maps/search/?api=1&query=Krishna%20Cafe%20-%20Simply%20Veg&query_place_id=ChIJ0yzgJADJ5zsRV93zjdCTRwU,Vegetarian restaurant
Sai A to Z Spa Center (Body Massage Center in Andheri),4.8,144,"Shop No.1, Second Floor, Opposite Ansa 'H' Industrial Estate Navjivan Commercial Premises Limited, Saki Vihar Road, Sakinaka",Mumbai,Maharashtra,IN,http://saiatozspacenter.in/,+91 73669 05168,Spa,Massage spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sai%20A%20to%20Z%20Spa%20Center%20(Body%20Massage%20Center%20in%20Andheri)&query_place_id=ChIJVS3P-brJ5zsRODWPxcC2-vo,Spa
Smayan Spa And Salon,4.4,143,"1st Floor, Sher-E-Punjabi Society, 128/129,Kamlesh Apartment,1st Floor,Sher e punjab,Near Tolani Naka,Andheri East 128/129,Kamlesh Apartment, near Tolani Naka",Mumbai,Maharashtra,IN,,+91 91678 88123,Day spa,Beauty Salon,Massage therapist,,,,,,,,https://www.google.com/maps/search/?api=1&query=Smayan%20Spa%20And%20Salon&query_place_id=ChIJ-2ENFifI5zsRmtV68cW38bw,Day spa
Kalash Spa and Salon,5,6,"1, Indo Saigon Industrial Estate, Andheri - Kurla Rd",Mumbai,Maharashtra,IN,,+91 70397 17087,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kalash%20Spa%20and%20Salon&query_place_id=ChIJrzbN_jfJ5zsRUsgsw9dOwLQ,Spa
Alaya Home Massage Spa Service in Andheri,5,391,"SN34C, Pinnacle Business Park, Mahakali Caves Rd, near Ahura Centre",Mumbai,Maharashtra,IN,https://massage-center.in/mumbai/alaya-spa,+91 93247 95910,Spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alaya%20Home%20Massage%20Spa%20Service%20in%20Andheri&query_place_id=ChIJ60_WJb3J5zsRX_VY_N8S3zY,Spa
Figure Slim - Weight Loss Clinic in Malad | Slimming | Skin | Hair | Spa,5,19,"Shop No. 418, Auris Galleria, Main, New Link Rd, opp. Landmark Hotel Guriapada",Mumbai,Maharashtra,IN,https://www.figureslim.in/?utm_source=malad_gmb&utm_medium=organic&utm_campaign=website,+91 93216 26944,Weight-Loss Service,Laser hair removal service,Skin care clinic,Wellness Centre,,,,,,,https://www.google.com/maps/search/?api=1&query=Figure%20Slim%20-%20Weight%20Loss%20Clinic%20in%20Malad%20%7C%20Slimming%20%7C%20Skin%20%7C%20Hair%20%7C%20Spa&query_place_id=ChIJ4R-4KFO35zsR0IFkcaPfnpo,Weight-Loss Service
On Time Spa in Mulund,4.9,26,"Shop No.UG 30, Lal Bahadur Shastri Marg",Mumbai,Maharashtra,IN,,+91 87934 88396,Spa,Massage spa,Massage therapist,Wellness Centre,,,,,,,https://www.google.com/maps/search/?api=1&query=On%20Time%20Spa%20in%20Mulund&query_place_id=ChIJb4sYJiW55zsRNrzYDe8ZtJ0,Spa
Cocomelon Salon Spa IV Drips & Celebrations,4.7,350,"Woodrow Commercial Premises, 6, Veera Desai Rd, next to SUPREME CHAMBERS",Mumbai,Maharashtra,IN,,+91 96197 25410,Beauty Salon,Foot Massage Parlour,Make-up artist,Massage spa,Nail salon,Skin care clinic,Spa and health club,Hairdresser,Wellness Centre,,https://www.google.com/maps/search/?api=1&query=Cocomelon%20Salon%20Spa%20IV%20Drips%20%26%20Celebrations&query_place_id=ChIJxXUQpXK35zsRyIxh6JQaSHc,Beauty Salon
Feel Rich Spa,5,42,"Shop No 201, Jewel Nursing Home, Gulmohar Rd",Mumbai,Maharashtra,IN,,+91 73045 48357,Spa,Day spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Feel%20Rich%20Spa&query_place_id=ChIJ7XlMTrnJ5zsRo_LzOzB0iCs,Spa
SUTRA AYURVEDA & WELLNESS,4.4,28,"Delta Building, 202, Chemtex Lane, near Chemtex House",Mumbai,Maharashtra,IN,http://sutraayurvedawellness.com/,+91 72089 67326,Ayurvedic clinic,Acupuncture clinic,Diabetes Centre,Facial spa,Massage spa,Naturopath,Pain Management Doctor,Perinatal center,Physical Therapy Clinic,Wellness Centre,https://www.google.com/maps/search/?api=1&query=SUTRA%20AYURVEDA%20%26%20WELLNESS&query_place_id=ChIJMdT77dSh7K0R4P3Ur2vxxY8,Ayurvedic clinic
